filename,width,height,class,xmin,ymin,xmax,ymax
07dfa70d0dfdf4e8_jpg.rf.34a05176021fd6bc7c6dbd78c78c1669.jpg,240,240,Ambulance,9,95,35,137
07dfa70d0dfdf4e8_jpg.rf.34a05176021fd6bc7c6dbd78c78c1669.jpg,240,240,Ambulance,23,94,55,145
07dfa70d0dfdf4e8_jpg.rf.34a05176021fd6bc7c6dbd78c78c1669.jpg,240,240,Ambulance,45,93,79,152
07dfa70d0dfdf4e8_jpg.rf.34a05176021fd6bc7c6dbd78c78c1669.jpg,240,240,Ambulance,65,92,118,163
07dfa70d0dfdf4e8_jpg.rf.34a05176021fd6bc7c6dbd78c78c1669.jpg,240,240,Ambulance,106,93,158,186
image_0460_jpg.rf.433fabde7594875a8a70a3d10d2bce09.jpg,240,240,Truck,83,50,111,78
image_0460_jpg.rf.433fabde7594875a8a70a3d10d2bce09.jpg,240,240,Car,63,57,102,94
image_0460_jpg.rf.433fabde7594875a8a70a3d10d2bce09.jpg,240,240,Truck,210,28,239,147
image_0460_jpg.rf.433fabde7594875a8a70a3d10d2bce09.jpg,240,240,Car,93,65,166,134
13b1404f87507b51_jpg.rf.3e2d138be28de88ead04d39cd52fbeef.jpg,240,240,Ambulance,34,42,230,204
6f6469b661188809_jpg.rf.4ccc431b5e8af02f7295302f4662e661.jpg,240,240,Ambulance,40,42,163,213
57543cd50708f4d3_jpg.rf.4d9e0c76d72616fd05075d7115cd98c8.jpg,240,240,Car,27,23,186,157
7bec73d280fb3fb3_jpg.rf.39875a20ba47b66ba7021bb944a7bffe.jpg,240,240,Bus,0,36,229,222
363720f781ca3c15_jpg.rf.4f04fd540266dd374471b59e6a265647.jpg,240,240,Motorcycle,213,186,231,220
363720f781ca3c15_jpg.rf.4f04fd540266dd374471b59e6a265647.jpg,240,240,Motorcycle,159,183,195,237
e4c25e53e7f2ee81_jpg.rf.4a91f9bf716b63912ab89306b6fe66f4.jpg,240,240,Car,4,61,238,222
e4c25e53e7f2ee81_jpg.rf.4a91f9bf716b63912ab89306b6fe66f4.jpg,240,240,Car,132,41,226,77
3a2a06b1d3705da9_jpg.rf.5a9d07d0ec8abc4517fb43a38629ca03.jpg,240,240,Car,23,82,227,220
3a2a06b1d3705da9_jpg.rf.5a9d07d0ec8abc4517fb43a38629ca03.jpg,240,240,Car,0,113,43,154
3a2a06b1d3705da9_jpg.rf.5a9d07d0ec8abc4517fb43a38629ca03.jpg,240,240,Car,31,88,73,122
3a2a06b1d3705da9_jpg.rf.5a9d07d0ec8abc4517fb43a38629ca03.jpg,240,240,Car,94,95,122,106
3a2a06b1d3705da9_jpg.rf.5a9d07d0ec8abc4517fb43a38629ca03.jpg,240,240,Car,169,99,204,118
3a2a06b1d3705da9_jpg.rf.5a9d07d0ec8abc4517fb43a38629ca03.jpg,240,240,Car,205,97,219,121
3a2a06b1d3705da9_jpg.rf.5a9d07d0ec8abc4517fb43a38629ca03.jpg,240,240,Car,211,105,240,144
3a2a06b1d3705da9_jpg.rf.5a9d07d0ec8abc4517fb43a38629ca03.jpg,240,240,Car,233,95,239,110
1d58456f6d5e9498_jpg.rf.4fa94d12b132289fa8432046b36215af.jpg,240,240,Bus,9,73,133,169
35d9087aa3e253ac_jpg.rf.6967a56ef3793c43bb14f18b5822a48e.jpg,240,240,Car,52,96,63,110
35d9087aa3e253ac_jpg.rf.6967a56ef3793c43bb14f18b5822a48e.jpg,240,240,Car,63,95,71,107
35d9087aa3e253ac_jpg.rf.6967a56ef3793c43bb14f18b5822a48e.jpg,240,240,Car,86,120,149,202
35d9087aa3e253ac_jpg.rf.6967a56ef3793c43bb14f18b5822a48e.jpg,240,240,Car,87,93,101,104
35d9087aa3e253ac_jpg.rf.6967a56ef3793c43bb14f18b5822a48e.jpg,240,240,Car,165,112,240,210
image_0483_jpg.rf.5e4524e324c4055b29f389be59284ba5.jpg,240,240,Car,93,67,175,160
image_0483_jpg.rf.5e4524e324c4055b29f389be59284ba5.jpg,240,240,Truck,177,37,239,123
5180d4b18ca6cef4_jpg.rf.4e49ed741a96ed366734637e30a335a6.jpg,240,240,Truck,61,72,198,194
c6f32b8a12b9a44a_jpg.rf.5692a2621a666d51b86d8dce386e44a0.jpg,240,240,Motorcycle,46,33,225,235
c6f32b8a12b9a44a_jpg.rf.5692a2621a666d51b86d8dce386e44a0.jpg,240,240,Motorcycle,0,29,14,82
c6f32b8a12b9a44a_jpg.rf.5692a2621a666d51b86d8dce386e44a0.jpg,240,240,Motorcycle,23,9,64,61
c6f32b8a12b9a44a_jpg.rf.5692a2621a666d51b86d8dce386e44a0.jpg,240,240,Motorcycle,27,8,64,43
c6f32b8a12b9a44a_jpg.rf.5692a2621a666d51b86d8dce386e44a0.jpg,240,240,Motorcycle,44,0,52,11
c6f32b8a12b9a44a_jpg.rf.5692a2621a666d51b86d8dce386e44a0.jpg,240,240,Motorcycle,52,0,66,13
c6f32b8a12b9a44a_jpg.rf.5692a2621a666d51b86d8dce386e44a0.jpg,240,240,Motorcycle,155,7,227,101
c6f32b8a12b9a44a_jpg.rf.5692a2621a666d51b86d8dce386e44a0.jpg,240,240,Motorcycle,218,4,240,48
c6f32b8a12b9a44a_jpg.rf.5692a2621a666d51b86d8dce386e44a0.jpg,240,240,Motorcycle,226,70,240,139
00e2d9121adc0c20_jpg.rf.496fddd5495708658a71f0c460b1e6ef.jpg,240,240,Ambulance,30,70,211,190
00e2d9121adc0c20_jpg.rf.496fddd5495708658a71f0c460b1e6ef.jpg,240,240,Ambulance,46,59,172,108
210112c7c8085350_jpg.rf.77b48a5b8536bdbd8b267c8ec8d8cb7d.jpg,240,240,Truck,23,25,218,219
26335526c56f84e6_jpg.rf.71d8c72194c609ac78182ad7efd36950.jpg,240,240,Car,168,182,234,221
26335526c56f84e6_jpg.rf.71d8c72194c609ac78182ad7efd36950.jpg,240,240,Car,12,179,17,183
26335526c56f84e6_jpg.rf.71d8c72194c609ac78182ad7efd36950.jpg,240,240,Car,29,179,50,194
26335526c56f84e6_jpg.rf.71d8c72194c609ac78182ad7efd36950.jpg,240,240,Car,52,183,76,198
26335526c56f84e6_jpg.rf.71d8c72194c609ac78182ad7efd36950.jpg,240,240,Car,75,179,108,201
0f7f3b82ff9db6e8_jpg.rf.5c05d3352fbb4d565189d836ef772205.jpg,240,240,Car,35,88,220,193
1f73c7a77643e224_jpg.rf.63d56885fb5de5786bdde895b506dccd.jpg,240,240,Motorcycle,74,79,180,218
1987e409c66239ab_jpg.rf.5c2cdf47758c528c61aa53e852d07262.jpg,240,240,Car,0,19,52,88
1987e409c66239ab_jpg.rf.5c2cdf47758c528c61aa53e852d07262.jpg,240,240,Car,12,34,232,181
09acb63accd06236_jpg.rf.70d2696eda1555a17e0336263b21c7eb.jpg,240,240,Truck,10,51,230,191
778f80f86cd35fca_jpg.rf.605e1e55e2b32e4e4f22253be0ac9aee.jpg,240,240,Car,0,146,20,157
778f80f86cd35fca_jpg.rf.605e1e55e2b32e4e4f22253be0ac9aee.jpg,240,240,Car,34,144,42,152
778f80f86cd35fca_jpg.rf.605e1e55e2b32e4e4f22253be0ac9aee.jpg,240,240,Car,67,145,97,159
778f80f86cd35fca_jpg.rf.605e1e55e2b32e4e4f22253be0ac9aee.jpg,240,240,Car,151,146,171,160
778f80f86cd35fca_jpg.rf.605e1e55e2b32e4e4f22253be0ac9aee.jpg,240,240,Car,179,148,186,155
778f80f86cd35fca_jpg.rf.605e1e55e2b32e4e4f22253be0ac9aee.jpg,240,240,Car,191,150,198,154
778f80f86cd35fca_jpg.rf.605e1e55e2b32e4e4f22253be0ac9aee.jpg,240,240,Car,201,145,223,158
8ba28eeec6f1a78c_jpg.rf.64354861629dec3627b2682812ab182c.jpg,240,240,Car,4,156,38,177
8ba28eeec6f1a78c_jpg.rf.64354861629dec3627b2682812ab182c.jpg,240,240,Car,31,157,79,186
8ba28eeec6f1a78c_jpg.rf.64354861629dec3627b2682812ab182c.jpg,240,240,Car,31,154,48,164
8ba28eeec6f1a78c_jpg.rf.64354861629dec3627b2682812ab182c.jpg,240,240,Car,168,152,206,180
8ba28eeec6f1a78c_jpg.rf.64354861629dec3627b2682812ab182c.jpg,240,240,Car,202,141,240,183
bfa31c9efb82129a_jpg.rf.6f90f6cfeb4d8273aa9de07afd3e2e1d.jpg,240,240,Motorcycle,202,86,239,187
bfa31c9efb82129a_jpg.rf.6f90f6cfeb4d8273aa9de07afd3e2e1d.jpg,240,240,Motorcycle,0,91,53,204
bfa31c9efb82129a_jpg.rf.6f90f6cfeb4d8273aa9de07afd3e2e1d.jpg,240,240,Motorcycle,131,98,197,240
bfa31c9efb82129a_jpg.rf.6f90f6cfeb4d8273aa9de07afd3e2e1d.jpg,240,240,Motorcycle,174,120,206,183
d9f305c713b2dadb_jpg.rf.84da83920ca4854f12a0230ba14076b0.jpg,240,240,Motorcycle,79,95,151,177
3a7cb48aac371b62_jpg.rf.80d5ad26ba5593dcf7a0c7ad8f770cc3.jpg,240,240,Bus,20,71,125,183
3a7cb48aac371b62_jpg.rf.80d5ad26ba5593dcf7a0c7ad8f770cc3.jpg,240,240,Bus,119,64,232,182
bb77a64dbce401ed_jpg.rf.833605269637c0ca1450338d795a3968.jpg,240,240,Car,14,64,220,207
bb77a64dbce401ed_jpg.rf.833605269637c0ca1450338d795a3968.jpg,240,240,Car,216,57,240,116
beb59084f52dcb04_jpg.rf.855ad4e850e20bf23c76fb6063a21457.jpg,240,240,Car,92,122,188,191
31b1c599fd0f2280_jpg.rf.7828fab535244edd69d3740d082ece9d.jpg,240,240,Ambulance,7,15,128,232
a7674f15d9b1f35f_jpg.rf.78d4dde2047517f0144a1b4b1e572ad1.jpg,240,240,Ambulance,144,118,221,180
image_0484_jpg.rf.6c289aa6ad94f10450883a1719ce7e06.jpg,240,240,Car,81,70,177,167
image_0484_jpg.rf.6c289aa6ad94f10450883a1719ce7e06.jpg,240,240,Car,86,63,106,80
image_0484_jpg.rf.6c289aa6ad94f10450883a1719ce7e06.jpg,240,240,Truck,184,47,240,148
ca00cc1e9f910cfa_jpg.rf.8accfa1fa83e9ab1a18ae90ccfffd850.jpg,240,240,Car,21,33,229,225
ca00cc1e9f910cfa_jpg.rf.8accfa1fa83e9ab1a18ae90ccfffd850.jpg,240,240,Car,140,11,192,44
ca00cc1e9f910cfa_jpg.rf.8accfa1fa83e9ab1a18ae90ccfffd850.jpg,240,240,Car,190,22,213,48
ca00cc1e9f910cfa_jpg.rf.8accfa1fa83e9ab1a18ae90ccfffd850.jpg,240,240,Car,209,20,240,117
4111db16bc966910_jpg.rf.861bcb3af628aa03eda7086efe66a7cf.jpg,240,240,Truck,18,31,214,231
4111db16bc966910_jpg.rf.861bcb3af628aa03eda7086efe66a7cf.jpg,240,240,Truck,0,91,60,239
3adea569e0432f6a_jpg.rf.80d765cafdbb70be34a9763f7262d9ac.jpg,240,240,Car,21,190,33,206
3adea569e0432f6a_jpg.rf.80d765cafdbb70be34a9763f7262d9ac.jpg,240,240,Car,31,187,58,215
3adea569e0432f6a_jpg.rf.80d765cafdbb70be34a9763f7262d9ac.jpg,240,240,Car,92,174,113,203
3adea569e0432f6a_jpg.rf.80d765cafdbb70be34a9763f7262d9ac.jpg,240,240,Car,101,178,142,219
c27036c5b7baaa04_jpg.rf.87fc7f319b9203cb9ff8c2f319618297.jpg,240,240,Bus,0,23,138,207
c27036c5b7baaa04_jpg.rf.87fc7f319b9203cb9ff8c2f319618297.jpg,240,240,Bus,47,9,239,238
094a36746383c2c9_jpg.rf.8de71a843adda2a8e2b708a8c7fcd7dc.jpg,240,240,Car,0,68,24,102
094a36746383c2c9_jpg.rf.8de71a843adda2a8e2b708a8c7fcd7dc.jpg,240,240,Car,0,62,221,188
094a36746383c2c9_jpg.rf.8de71a843adda2a8e2b708a8c7fcd7dc.jpg,240,240,Car,53,69,87,98
094a36746383c2c9_jpg.rf.8de71a843adda2a8e2b708a8c7fcd7dc.jpg,240,240,Car,82,65,106,79
094a36746383c2c9_jpg.rf.8de71a843adda2a8e2b708a8c7fcd7dc.jpg,240,240,Car,192,76,240,107
aa159f88e636f64c_jpg.rf.9a2fb71fc0e7c2852f018ed5dad9001d.jpg,240,240,Motorcycle,74,122,124,186
b8a245cb4571e8fb_jpg.rf.8b6b82df165645fc7842bb263cc933a7.jpg,240,240,Motorcycle,23,70,109,235
b8a245cb4571e8fb_jpg.rf.8b6b82df165645fc7842bb263cc933a7.jpg,240,240,Motorcycle,97,12,186,235
d6aff68bbb64a2d7_jpg.rf.872b1999ab67910b9b8a09ba8291b4e4.jpg,240,240,Bus,0,10,239,192
239ec3953a0b0bb0_jpg.rf.9ee84e9ec5773bc9fd919dc23a53b775.jpg,240,240,Truck,17,47,215,207
547c1b1416d7b64d_jpg.rf.950f99b16bc3f3718610c8863ccb19e4.jpg,240,240,Ambulance,11,49,228,223
547c1b1416d7b64d_jpg.rf.950f99b16bc3f3718610c8863ccb19e4.jpg,240,240,Ambulance,174,80,238,161
bdb39aad895c90c6_jpg.rf.a10dd1176dcd6df257b1e70152f241ba.jpg,240,240,Car,0,47,17,80
bdb39aad895c90c6_jpg.rf.a10dd1176dcd6df257b1e70152f241ba.jpg,240,240,Car,0,51,84,127
bdb39aad895c90c6_jpg.rf.a10dd1176dcd6df257b1e70152f241ba.jpg,240,240,Car,28,52,180,202
bdb39aad895c90c6_jpg.rf.a10dd1176dcd6df257b1e70152f241ba.jpg,240,240,Car,72,38,124,74
bdb39aad895c90c6_jpg.rf.a10dd1176dcd6df257b1e70152f241ba.jpg,240,240,Car,161,40,218,89
230823605bf60c37_jpg.rf.9dd57beda5542bc5e49aeefe48c43aa0.jpg,240,240,Ambulance,20,19,225,226
230823605bf60c37_jpg.rf.9dd57beda5542bc5e49aeefe48c43aa0.jpg,240,240,Ambulance,169,51,239,146
c77be5bb5fb7e75c_jpg.rf.a9790a4b773b082d002020a1427c3770.jpg,240,240,Bus,0,77,191,193
8996881c2bf7245a_jpg.rf.b44c2d35ce133f7eeb9205303bd42d63.jpg,240,240,Car,5,171,109,234
8ac16d8c5aed72c7_jpg.rf.97202fa5f5e45542d3d170069de4e498.jpg,240,240,Car,10,47,233,212
8ac16d8c5aed72c7_jpg.rf.97202fa5f5e45542d3d170069de4e498.jpg,240,240,Car,182,48,237,73
949779eae219ffbb_jpg.rf.a7ba40dca41a8d3756edccf095c11160.jpg,240,240,Truck,57,148,240,239
f1200c263667e455_jpg.rf.b1f261f7a06f900390521e5b3c493460.jpg,240,240,Truck,23,46,234,219
f1200c263667e455_jpg.rf.b1f261f7a06f900390521e5b3c493460.jpg,240,240,Truck,3,91,55,189
d6cb030b80f36d93_jpg.rf.adcb9c512f0855659f40dfdd1ed9198c.jpg,240,240,Bus,97,76,174,144
image_0469_jpg.rf.9aa8c2a1ef66ffeed9f890ee7687a275.jpg,240,240,Car,116,60,131,77
image_0469_jpg.rf.9aa8c2a1ef66ffeed9f890ee7687a275.jpg,240,240,Car,93,59,109,80
image_0469_jpg.rf.9aa8c2a1ef66ffeed9f890ee7687a275.jpg,240,240,Car,142,63,185,103
image_0469_jpg.rf.9aa8c2a1ef66ffeed9f890ee7687a275.jpg,240,240,Car,10,55,88,134
f5983edffb0122f6_jpg.rf.a051327504a1d83b4a3fbeaf6836c81a.jpg,240,240,Motorcycle,9,1,235,240
b00a9478020cf814_jpg.rf.b24f2d24827f1de43d88462cf30f16d3.jpg,240,240,Bus,17,26,221,206
image_0476_jpg.rf.b023413767e43da6d6df8db012afebf4.jpg,240,240,Car,82,65,169,147
image_0476_jpg.rf.b023413767e43da6d6df8db012afebf4.jpg,240,240,Car,67,59,89,83
image_0476_jpg.rf.b023413767e43da6d6df8db012afebf4.jpg,240,240,Car,36,57,64,86
2eaf88e3156629c6_jpg.rf.87e1cf9d8aa8e5c038fe73d7f9444d76.jpg,240,240,Truck,38,163,211,215
2eaf88e3156629c6_jpg.rf.87e1cf9d8aa8e5c038fe73d7f9444d76.jpg,240,240,Truck,41,94,206,148
2eaf88e3156629c6_jpg.rf.87e1cf9d8aa8e5c038fe73d7f9444d76.jpg,240,240,Truck,56,17,212,74
7fc3bf7ec6900b1e_jpg.rf.b837bfac20ba467dac01c617a1b1a79c.jpg,240,240,Bus,18,24,191,205
709b17bde853983b_jpg.rf.bbd6292df626be74505e91a380ccf9e8.jpg,240,240,Car,122,74,211,136
9c8ca199afe3eab2_jpg.rf.b45064ab653af70375d49f298de0b0d9.jpg,240,240,Motorcycle,130,86,204,230
9c8ca199afe3eab2_jpg.rf.b45064ab653af70375d49f298de0b0d9.jpg,240,240,Motorcycle,40,67,138,228
4818e6162e7f47e0_jpg.rf.cd2fc38b8875e9bdf59747fe1774918f.jpg,240,240,Ambulance,20,38,221,207
61940061f7f0f8a8_jpg.rf.bb0926d1648597c6b8f3cb7dc9a4418a.jpg,240,240,Motorcycle,0,117,196,240
1205359f3e1c2930_jpg.rf.cd65bd55609cd09d06902dbca17fd03b.jpg,240,240,Truck,50,73,101,100
8e1ded483cacc175_jpg.rf.c1284f9b646a5c2890c347c9c2bfff56.jpg,240,240,Truck,102,55,240,160
8e1ded483cacc175_jpg.rf.c1284f9b646a5c2890c347c9c2bfff56.jpg,240,240,Car,13,102,71,148
3870187e63a7eae5_jpg.rf.cac743c8ced4941b4decd11fda427088.jpg,240,240,Car,90,120,155,189
34126ed07ddad6e7_jpg.rf.cda1da86cf5b1ece861ab7270321d9b6.jpg,240,240,Truck,100,43,225,212
34126ed07ddad6e7_jpg.rf.cda1da86cf5b1ece861ab7270321d9b6.jpg,240,240,Car,4,124,39,141
34126ed07ddad6e7_jpg.rf.cda1da86cf5b1ece861ab7270321d9b6.jpg,240,240,Car,36,123,72,153
34126ed07ddad6e7_jpg.rf.cda1da86cf5b1ece861ab7270321d9b6.jpg,240,240,Car,73,123,109,157
34126ed07ddad6e7_jpg.rf.cda1da86cf5b1ece861ab7270321d9b6.jpg,240,240,Car,2,139,65,186
cc9784b20f5059c6_jpg.rf.b46f1ae904c7f790d56306642e0f06da.jpg,240,240,Car,0,35,239,170
b829b619823db831_jpg.rf.cde1a848226b98082780c786b96f59eb.jpg,240,240,Car,35,66,211,210
b3b144afc677916a_jpg.rf.d0ca5f79603a70846bffa031e4e90721.jpg,240,240,Car,0,117,18,144
b3b144afc677916a_jpg.rf.d0ca5f79603a70846bffa031e4e90721.jpg,240,240,Car,16,96,240,240
b3b144afc677916a_jpg.rf.d0ca5f79603a70846bffa031e4e90721.jpg,240,240,Car,32,106,178,170
bf0fd1bb683dab7c_jpg.rf.bc74bba5a0134dba281968876aa3d507.jpg,240,240,Truck,30,42,213,230
bf0fd1bb683dab7c_jpg.rf.bc74bba5a0134dba281968876aa3d507.jpg,240,240,Truck,0,105,11,155
bf0fd1bb683dab7c_jpg.rf.bc74bba5a0134dba281968876aa3d507.jpg,240,240,Truck,0,95,62,162
bf0fd1bb683dab7c_jpg.rf.bc74bba5a0134dba281968876aa3d507.jpg,240,240,Truck,165,80,232,171
962a308b6a4b2fbc_jpg.rf.c029d9af81170ee708fea64e7eb8371c.jpg,240,240,Car,5,74,227,216
962a308b6a4b2fbc_jpg.rf.c029d9af81170ee708fea64e7eb8371c.jpg,240,240,Car,191,88,240,194
